출하일자,도,시군,총출하량,판매금액,총면적,식부면적,경작 평수,단위면적 당 판매금액,단위면적 당 출하량
2021-02-10,전남,보성,12.6,207900.0,1000,600.0,181.49918325367534,1145.4597,0.0694218
2021-02-10,전남,보성,21.0,346500.0,1000,600.0,181.49918325367534,1909.0995000000003,0.11570300000000001
2021-02-10,전남,보성,6.6,85800.0,1000,600.0,181.49918325367534,472.72940000000006,0.0363638
2021-02-10,전남,보성,22.8,285000.0,1000,600.0,181.49918325367534,1570.255,0.12562040000000002
2021-02-10,전남,보성,38.0,475000.0,1000,600.0,181.49918325367534,2617.0916666666667,0.20936733333333335
2021-02-10,전남,보성,19.2,144000.0,1000,600.0,181.49918325367534,793.392,0.10578560000000001
2021-02-10,전남,보성,32.0,240000.0,1000,600.0,181.49918325367534,1322.3200000000002,0.17630933333333335
2021-02-12,전남,보성,138.0,1932000.0,1000,600.0,181.49918325367534,10644.676000000001,0.7603340000000001
2021-02-12,전남,보성,82.8,1159200.0,1000,600.0,181.49918325367534,6386.805600000001,0.4562004
2021-02-12,전남,보성,10.2,122400.0,1000,600.0,181.49918325367534,674.3832000000001,0.0561986
2021-02-12,전남,보성,17.0,204000.0,1000,600.0,181.49918325367534,1123.9720000000002,0.09366433333333335
2021-02-12,전남,보성,50.4,453600.0,1000,600.0,181.49918325367534,2499.1848000000005,0.2776872
2021-02-12,전남,보성,84.0,756000.0,1000,600.0,181.49918325367534,4165.308,0.46281200000000006
2021-02-12,전남,보성,16.2,81000.0,1000,600.0,181.49918325367534,446.283,0.0892566
2021-02-12,전남,보성,27.0,135000.0,1000,600.0,181.49918325367534,743.8050000000001,0.148761
2021-02-15,전남,보성,1.2,12000.0,1000,600.0,181.49918325367534,66.116,0.0066116000000000005
2021-02-15,전남,보성,2.0,20000.0,1000,600.0,181.49918325367534,110.19333333333334,0.011019333333333334
2021-02-15,전남,보성,1.2,24000.0,1000,600.0,181.49918325367534,132.232,0.0066116000000000005
2021-02-15,전남,보성,2.0,40000.0,1000,600.0,181.49918325367534,220.38666666666668,0.011019333333333334
2021-02-15,전남,보성,30.0,277500.0,1000,600.0,181.49918325367534,1528.9325000000001,0.16529000000000002
2021-02-15,전남,보성,50.0,462500.0,1000,600.0,181.49918325367534,2548.2208333333338,0.27548333333333336
2021-02-15,전남,보성,3.6,23400.0,1000,600.0,181.49918325367534,128.92620000000002,0.019834800000000003
2021-02-15,전남,보성,6.0,39000.0,1000,600.0,181.49918325367534,214.877,0.033058000000000004
2021-02-15,전남,보성,43.2,518400.0,1000,600.0,181.49918325367534,2856.2112,0.23801760000000005
2021-02-15,전남,보성,72.0,864000.0,1000,600.0,181.49918325367534,4760.352000000001,0.39669600000000005
2021-02-15,전남,보성,10.8,108000.0,1000,600.0,181.49918325367534,595.0440000000001,0.05950440000000001
2021-02-15,전남,보성,18.0,180000.0,1000,600.0,181.49918325367534,991.7400000000001,0.09917400000000001
2021-02-15,전남,보성,33.0,231000.0,1000,600.0,181.49918325367534,1272.7330000000002,0.181819
2021-02-15,전남,보성,55.0,385000.0,1000,600.0,181.49918325367534,2121.221666666667,0.3030316666666667
2021-02-15,전남,보성,15.0,60000.0,1000,600.0,181.49918325367534,330.58000000000004,0.08264500000000001
2021-02-15,전남,보성,25.0,100000.0,1000,600.0,181.49918325367534,550.9666666666667,0.13774166666666668
2021-02-16,전남,보성,1.2,12000.0,1000,600.0,181.49918325367534,66.116,0.0066116000000000005
2021-02-16,전남,보성,2.0,20000.0,1000,600.0,181.49918325367534,110.19333333333334,0.011019333333333334
2021-02-16,전남,보성,136.2,1498200.0,1000,600.0,181.49918325367534,8254.582600000002,0.7504166
2021-02-16,전남,보성,227.0,2497000.0,1000,600.0,181.49918325367534,13757.637666666667,1.2506943333333334
2021-02-16,전남,보성,21.0,168000.0,1000,600.0,181.49918325367534,925.6240000000001,0.11570300000000001
2021-02-16,전남,보성,35.0,280000.0,1000,600.0,181.49918325367534,1542.7066666666667,0.19283833333333336
2021-02-16,전남,보성,20.4,122400.0,1000,600.0,181.49918325367534,674.3832000000001,0.1123972
2021-02-16,전남,보성,34.0,204000.0,1000,600.0,181.49918325367534,1123.9720000000002,0.1873286666666667
2021-02-16,전남,보성,3.6,12600.0,1000,600.0,181.49918325367534,69.4218,0.019834800000000003
2021-02-16,전남,보성,6.0,21000.0,1000,600.0,181.49918325367534,115.70300000000002,0.033058000000000004
2021-02-18,전남,보성,24.0,252000.0,1000,600.0,181.49918325367534,1388.4360000000001,0.13223200000000002
2021-02-18,전남,보성,40.0,420000.0,1000,600.0,181.49918325367534,2314.0600000000004,0.22038666666666668
2021-02-18,전남,보성,9.6,72000.0,1000,600.0,181.49918325367534,396.696,0.052892800000000004
2021-02-18,전남,보성,16.0,120000.0,1000,600.0,181.49918325367534,661.1600000000001,0.08815466666666667
2021-02-18,전남,보성,37.8,378000.0,1000,600.0,181.49918325367534,2082.654,0.20826540000000002
2021-02-18,전남,보성,63.0,630000.0,1000,600.0,181.49918325367534,3471.09,0.34710900000000006
2021-02-18,전남,보성,31.8,302100.0,1000,600.0,181.49918325367534,1664.4703000000002,0.1752074
2021-02-18,전남,보성,53.0,503500.0,1000,600.0,181.49918325367534,2774.117166666667,0.2920123333333334
2021-02-18,전남,보성,42.0,315000.0,1000,600.0,181.49918325367534,1735.545,0.23140600000000003
2021-02-18,전남,보성,70.0,525000.0,1000,600.0,181.49918325367534,2892.5750000000003,0.3856766666666667
2021-02-18,전남,보성,24.6,110700.0,1000,600.0,181.49918325367534,609.9201,0.1355378
2021-02-18,전남,보성,41.0,184500.0,1000,600.0,181.49918325367534,1016.5335000000001,0.22589633333333337
2021-02-20,전남,보성,24.0,228000.0,1000,600.0,181.49918325367534,1256.2040000000002,0.13223200000000002
2021-02-20,전남,보성,40.0,380000.0,1000,600.0,181.49918325367534,2093.6733333333336,0.22038666666666668
2021-02-20,전남,보성,118.0,1357000.0,1000,600.0,181.49918325367534,7476.617666666667,0.6501406666666667
2021-02-20,전남,보성,70.8,814200.0,1000,600.0,181.49918325367534,4485.970600000001,0.3900844
2021-02-20,전남,보성,18.6,176700.0,1000,600.0,181.49918325367534,973.5581000000001,0.10247980000000002
2021-02-20,전남,보성,31.0,294500.0,1000,600.0,181.49918325367534,1622.5968333333335,0.17079966666666668
2021-02-20,전남,보성,14.4,100800.0,1000,600.0,181.49918325367534,555.3744,0.07933920000000001
2021-02-20,전남,보성,24.0,168000.0,1000,600.0,181.49918325367534,925.6240000000001,0.13223200000000002
2021-02-20,전남,보성,3.6,18000.0,1000,600.0,181.49918325367534,99.174,0.019834800000000003
2021-02-20,전남,보성,6.0,30000.0,1000,600.0,181.49918325367534,165.29000000000002,0.033058000000000004
2021-02-22,전남,보성,24.0,216000.0,1000,600.0,181.49918325367534,1190.0880000000002,0.13223200000000002
2021-02-22,전남,보성,40.0,360000.0,1000,600.0,181.49918325367534,1983.4800000000002,0.22038666666666668
2021-02-22,전남,보성,9.6,64800.0,1000,600.0,181.49918325367534,357.0264,0.052892800000000004
2021-02-22,전남,보성,16.0,108000.0,1000,600.0,181.49918325367534,595.0440000000001,0.08815466666666667
2021-02-22,전남,보성,30.0,360000.0,1000,600.0,181.49918325367534,1983.4800000000002,0.16529000000000002
2021-02-22,전남,보성,50.0,600000.0,1000,600.0,181.49918325367534,3305.8,0.27548333333333336
2021-02-22,전남,보성,31.8,302100.0,1000,600.0,181.49918325367534,1664.4703000000002,0.1752074
2021-02-22,전남,보성,53.0,503500.0,1000,600.0,181.49918325367534,2774.117166666667,0.2920123333333334
2021-02-22,전남,보성,38.4,288000.0,1000,600.0,181.49918325367534,1586.784,0.21157120000000001
2021-02-22,전남,보성,64.0,480000.0,1000,600.0,181.49918325367534,2644.6400000000003,0.3526186666666667
2021-02-22,전남,보성,17.4,104400.0,1000,600.0,181.49918325367534,575.2092,0.0958682
2021-02-22,전남,보성,29.0,174000.0,1000,600.0,181.49918325367534,958.6820000000001,0.15978033333333336
2021-02-23,전남,보성,1.2,12000.0,1000,600.0,181.49918325367534,66.116,0.0066116000000000005
2021-02-23,전남,보성,2.0,20000.0,1000,600.0,181.49918325367534,110.19333333333334,0.011019333333333334
2021-02-23,전남,보성,28.0,252000.0,1000,600.0,181.49918325367534,1388.4360000000001,0.1542706666666667
2021-02-23,전남,보성,16.8,151200.0,1000,600.0,181.49918325367534,833.0616000000001,0.09256240000000002
2021-02-23,전남,보성,122.0,1464000.0,1000,600.0,181.49918325367534,8066.152000000001,0.6721793333333334
2021-02-23,전남,보성,73.2,878400.0,1000,600.0,181.49918325367534,4839.6912,0.40330760000000004
2021-02-23,전남,보성,30.0,285000.0,1000,600.0,181.49918325367534,1570.255,0.16529000000000002
2021-02-23,전남,보성,50.0,475000.0,1000,600.0,181.49918325367534,2617.0916666666667,0.27548333333333336
2021-02-23,전남,보성,31.2,249600.0,1000,600.0,181.49918325367534,1375.2128000000002,0.17190160000000002
2021-02-23,전남,보성,52.0,416000.0,1000,600.0,181.49918325367534,2292.0213333333336,0.2865026666666667
2021-02-23,전남,보성,11.0,60500.0,1000,600.0,181.49918325367534,333.3348333333334,0.06060633333333334
2021-02-23,전남,보성,6.6,36300.0,1000,600.0,181.49918325367534,200.00090000000003,0.0363638
2021-02-24,전남,보성,20.0,180000.0,1000,600.0,181.49918325367534,991.7400000000001,0.11019333333333334
2021-02-24,전남,보성,12.0,108000.0,1000,600.0,181.49918325367534,595.0440000000001,0.06611600000000001
2021-02-24,전남,보성,9.6,57600.0,1000,600.0,181.49918325367534,317.3568,0.052892800000000004
2021-02-24,전남,보성,16.0,96000.0,1000,600.0,181.49918325367534,528.928,0.08815466666666667
2021-02-24,전남,보성,13.8,165600.0,1000,600.0,181.49918325367534,912.4008000000001,0.07603340000000001
2021-02-24,전남,보성,23.0,276000.0,1000,600.0,181.49918325367534,1520.6680000000001,0.12672233333333335
2021-02-24,전남,보성,19.8,198000.0,1000,600.0,181.49918325367534,1090.9140000000002,0.10909140000000002
2021-02-24,전남,보성,33.0,330000.0,1000,600.0,181.49918325367534,1818.1900000000003,0.181819
2021-02-24,전남,보성,30.0,240000.0,1000,600.0,181.49918325367534,1322.3200000000002,0.16529000000000002
2021-02-24,전남,보성,50.0,400000.0,1000,600.0,181.49918325367534,2203.866666666667,0.27548333333333336
2021-02-24,전남,보성,14.4,79200.0,1000,600.0,181.49918325367534,436.36560000000003,0.07933920000000001
2021-02-24,전남,보성,24.0,132000.0,1000,600.0,181.49918325367534,727.2760000000001,0.13223200000000002
2021-02-25,전남,보성,31.2,280800.0,1000,600.0,181.49918325367534,1547.1144000000002,0.17190160000000002
2021-02-25,전남,보성,52.0,468000.0,1000,600.0,181.49918325367534,2578.5240000000003,0.2865026666666667
2021-02-25,전남,보성,41.4,496800.0,1000,600.0,181.49918325367534,2737.2024,0.2281002
2021-02-25,전남,보성,69.0,828000.0,1000,600.0,181.49918325367534,4562.004000000001,0.38016700000000003
2021-02-25,전남,보성,23.4,234000.0,1000,600.0,181.49918325367534,1289.2620000000002,0.12892620000000002
2021-02-25,전남,보성,39.0,390000.0,1000,600.0,181.49918325367534,2148.7700000000004,0.214877
2021-02-25,전남,보성,22.8,182400.0,1000,600.0,181.49918325367534,1004.9632000000001,0.12562040000000002
2021-02-25,전남,보성,38.0,304000.0,1000,600.0,181.49918325367534,1674.938666666667,0.20936733333333335
2021-02-25,전남,보성,11.0,60500.0,1000,600.0,181.49918325367534,333.3348333333334,0.06060633333333334
2021-02-25,전남,보성,6.6,36300.0,1000,600.0,181.49918325367534,200.00090000000003,0.0363638
2021-02-26,전남,보성,2.4,24000.0,1000,600.0,181.49918325367534,132.232,0.013223200000000001
2021-02-26,전남,보성,4.0,40000.0,1000,600.0,181.49918325367534,220.38666666666668,0.022038666666666668
2021-02-26,전남,보성,22.0,258500.0,1000,600.0,181.49918325367534,1424.2488333333336,0.12121266666666668
2021-02-26,전남,보성,13.2,155100.0,1000,600.0,181.49918325367534,854.5493000000001,0.0727276
2021-02-26,전남,보성,4.8,38400.0,1000,600.0,181.49918325367534,211.57120000000003,0.026446400000000002
2021-02-26,전남,보성,8.0,64000.0,1000,600.0,181.49918325367534,352.6186666666667,0.044077333333333336
2021-02-26,전남,보성,22.8,296400.0,1000,600.0,181.49918325367534,1633.0652000000002,0.12562040000000002
2021-02-26,전남,보성,38.0,494000.0,1000,600.0,181.49918325367534,2721.7753333333335,0.20936733333333335
2021-02-26,전남,보성,28.8,331200.0,1000,600.0,181.49918325367534,1824.8016000000002,0.15867840000000002
2021-02-26,전남,보성,48.0,552000.0,1000,600.0,181.49918325367534,3041.3360000000002,0.26446400000000003
2021-02-26,전남,보성,28.2,239700.0,1000,600.0,181.49918325367534,1320.6671000000001,0.1553726
2021-02-26,전남,보성,47.0,399500.0,1000,600.0,181.49918325367534,2201.1118333333334,0.25895433333333334
2021-02-26,전남,보성,13.2,79200.0,1000,600.0,181.49918325367534,436.36560000000003,0.0727276
2021-02-26,전남,보성,22.0,132000.0,1000,600.0,181.49918325367534,727.2760000000001,0.12121266666666668
2021-02-28,전남,보성,25.2,264600.0,1000,600.0,181.49918325367534,1457.8578000000002,0.1388436
2021-02-28,전남,보성,42.0,441000.0,1000,600.0,181.49918325367534,2429.7630000000004,0.23140600000000003
2021-02-28,전남,보성,1.2,9000.0,1000,600.0,181.49918325367534,49.587,0.0066116000000000005
2021-02-28,전남,보성,2.0,15000.0,1000,600.0,181.49918325367534,82.64500000000001,0.011019333333333334
2021-02-28,전남,보성,21.6,291600.0,1000,600.0,181.49918325367534,1606.6188000000002,0.11900880000000003
2021-02-28,전남,보성,36.0,486000.0,1000,600.0,181.49918325367534,2677.6980000000003,0.19834800000000002
2021-02-28,전남,보성,18.6,232500.0,1000,600.0,181.49918325367534,1280.9975000000002,0.10247980000000002
2021-02-28,전남,보성,31.0,387500.0,1000,600.0,181.49918325367534,2134.9958333333334,0.17079966666666668
2021-02-28,전남,보성,27.0,243000.0,1000,600.0,181.49918325367534,1338.8490000000002,0.148761
2021-02-28,전남,보성,45.0,405000.0,1000,600.0,181.49918325367534,2231.4150000000004,0.24793500000000002
2021-02-28,전남,보성,5.4,35100.0,1000,600.0,181.49918325367534,193.38930000000002,0.029752200000000006
2021-02-28,전남,보성,9.0,58500.0,1000,600.0,181.49918325367534,322.31550000000004,0.049587000000000006
2021-03-01,전남,보성,22.0,220000.0,1000,600.0,181.49918325367534,1212.1266666666668,0.12121266666666668
2021-03-01,전남,보성,13.2,132000.0,1000,600.0,181.49918325367534,727.2760000000001,0.0727276
2021-03-01,전남,보성,1.2,7800.0,1000,600.0,181.49918325367534,42.97540000000001,0.0066116000000000005
2021-03-01,전남,보성,2.0,13000.0,1000,600.0,181.49918325367534,71.62566666666667,0.011019333333333334
2021-03-01,전남,보성,15.0,217500.0,1000,600.0,181.49918325367534,1198.3525000000002,0.08264500000000001
2021-03-01,전남,보성,25.0,362500.0,1000,600.0,181.49918325367534,1997.2541666666668,0.13774166666666668
2021-03-01,전남,보성,19.2,240000.0,1000,600.0,181.49918325367534,1322.3200000000002,0.10578560000000001
2021-03-01,전남,보성,32.0,400000.0,1000,600.0,181.49918325367534,2203.866666666667,0.17630933333333335
2021-03-01,전남,보성,28.2,267900.0,1000,600.0,181.49918325367534,1476.0397,0.1553726
2021-03-01,전남,보성,47.0,446500.0,1000,600.0,181.49918325367534,2460.066166666667,0.25895433333333334
2021-03-01,전남,보성,16.0,96000.0,1000,600.0,181.49918325367534,528.928,0.08815466666666667
2021-03-01,전남,보성,9.6,57600.0,1000,600.0,181.49918325367534,317.3568,0.052892800000000004
2021-03-03,전남,보성,1.2,12000.0,1000,600.0,181.49918325367534,66.116,0.0066116000000000005
2021-03-03,전남,보성,2.0,20000.0,1000,600.0,181.49918325367534,110.19333333333334,0.011019333333333334
2021-03-03,전남,보성,14.0,210000.0,1000,600.0,181.49918325367534,1157.0300000000002,0.07713533333333335
2021-03-03,전남,보성,8.4,126000.0,1000,600.0,181.49918325367534,694.2180000000001,0.04628120000000001
2021-03-03,전남,보성,21.6,291600.0,1000,600.0,181.49918325367534,1606.6188000000002,0.11900880000000003
2021-03-03,전남,보성,36.0,486000.0,1000,600.0,181.49918325367534,2677.6980000000003,0.19834800000000002
2021-03-03,전남,보성,19.8,217800.0,1000,600.0,181.49918325367534,1200.0054,0.10909140000000002
2021-03-03,전남,보성,33.0,363000.0,1000,600.0,181.49918325367534,2000.0090000000002,0.181819
2021-03-03,전남,보성,4.8,31200.0,1000,600.0,181.49918325367534,171.90160000000003,0.026446400000000002
2021-03-03,전남,보성,8.0,52000.0,1000,600.0,181.49918325367534,286.5026666666667,0.044077333333333336
2021-03-04,전남,보성,15.0,240000.0,1000,600.0,181.49918325367534,1322.3200000000002,0.08264500000000001
2021-03-04,전남,보성,25.0,400000.0,1000,600.0,181.49918325367534,2203.866666666667,0.13774166666666668
2021-03-04,전남,보성,25.2,352800.0,1000,600.0,181.49918325367534,1943.8104000000003,0.1388436
2021-03-04,전남,보성,42.0,588000.0,1000,600.0,181.49918325367534,3239.684,0.23140600000000003
2021-03-04,전남,보성,22.8,273600.0,1000,600.0,181.49918325367534,1507.4448000000002,0.12562040000000002
2021-03-04,전남,보성,38.0,456000.0,1000,600.0,181.49918325367534,2512.4080000000004,0.20936733333333335
2021-03-04,전남,보성,5.4,43200.0,1000,600.0,181.49918325367534,238.01760000000002,0.029752200000000006
2021-03-04,전남,보성,9.0,72000.0,1000,600.0,181.49918325367534,396.696,0.049587000000000006
2021-03-05,전남,보성,3.6,50400.0,1000,600.0,181.49918325367534,277.6872,0.019834800000000003
2021-03-05,전남,보성,6.0,84000.0,1000,600.0,181.49918325367534,462.81200000000007,0.033058000000000004
2021-03-05,전남,보성,13.2,178200.0,1000,600.0,181.49918325367534,981.8226000000001,0.0727276
2021-03-05,전남,보성,22.0,297000.0,1000,600.0,181.49918325367534,1636.371,0.12121266666666668
2021-03-05,전남,보성,18.0,198000.0,1000,600.0,181.49918325367534,1090.9140000000002,0.09917400000000001
2021-03-05,전남,보성,30.0,330000.0,1000,600.0,181.49918325367534,1818.1900000000003,0.16529000000000002
2021-03-05,전남,보성,4.8,31200.0,1000,600.0,181.49918325367534,171.90160000000003,0.026446400000000002
2021-03-05,전남,보성,8.0,52000.0,1000,600.0,181.49918325367534,286.5026666666667,0.044077333333333336
2021-03-07,전남,보성,1.2,12000.0,1000,600.0,181.49918325367534,66.116,0.0066116000000000005
2021-03-07,전남,보성,2.0,20000.0,1000,600.0,181.49918325367534,110.19333333333334,0.011019333333333334
2021-03-07,전남,보성,21.6,334800.0,1000,600.0,181.49918325367534,1844.6364,0.11900880000000003
2021-03-07,전남,보성,36.0,558000.0,1000,600.0,181.49918325367534,3074.3940000000002,0.19834800000000002
2021-03-07,전남,보성,29.4,426300.0,1000,600.0,181.49918325367534,2348.7709000000004,0.1619842
2021-03-07,전남,보성,49.0,710500.0,1000,600.0,181.49918325367534,3914.618166666667,0.26997366666666667
2021-03-07,전남,보성,28.8,345600.0,1000,600.0,181.49918325367534,1904.1408000000001,0.15867840000000002
2021-03-07,전남,보성,48.0,576000.0,1000,600.0,181.49918325367534,3173.568,0.26446400000000003
2021-03-07,전남,보성,16.0,104000.0,1000,600.0,181.49918325367534,573.0053333333334,0.08815466666666667
2021-03-07,전남,보성,9.6,62400.0,1000,600.0,181.49918325367534,343.80320000000006,0.052892800000000004
2021-03-10,전남,보성,1.2,12000.0,1000,600.0,181.49918325367534,66.116,0.0066116000000000005
2021-03-10,전남,보성,2.0,20000.0,1000,600.0,181.49918325367534,110.19333333333334,0.011019333333333334
2021-03-10,전남,보성,24.0,372000.0,1000,600.0,181.49918325367534,2049.596,0.13223200000000002
2021-03-10,전남,보성,40.0,620000.0,1000,600.0,181.49918325367534,3415.993333333334,0.22038666666666668
2021-03-10,전남,보성,31.2,421200.0,1000,600.0,181.49918325367534,2320.6716,0.17190160000000002
2021-03-10,전남,보성,52.0,702000.0,1000,600.0,181.49918325367534,3867.7860000000005,0.2865026666666667
2021-03-10,전남,보성,28.8,259200.0,1000,600.0,181.49918325367534,1428.1056,0.15867840000000002
2021-03-10,전남,보성,48.0,432000.0,1000,600.0,181.49918325367534,2380.1760000000004,0.26446400000000003
2021-03-10,전남,보성,12.0,66000.0,1000,600.0,181.49918325367534,363.63800000000003,0.06611600000000001
2021-03-10,전남,보성,7.2,39600.0,1000,600.0,181.49918325367534,218.18280000000001,0.039669600000000006
2021-03-12,전남,보성,16.2,234900.0,1000,600.0,181.49918325367534,1294.2207,0.0892566
2021-03-12,전남,보성,27.0,391500.0,1000,600.0,181.49918325367534,2157.0345,0.148761
2021-03-12,전남,보성,19.8,237600.0,1000,600.0,181.49918325367534,1309.0968,0.10909140000000002
2021-03-12,전남,보성,33.0,396000.0,1000,600.0,181.49918325367534,2181.8280000000004,0.181819
2021-03-12,전남,보성,17.4,139200.0,1000,600.0,181.49918325367534,766.9456000000001,0.0958682
2021-03-12,전남,보성,29.0,232000.0,1000,600.0,181.49918325367534,1278.2426666666668,0.15978033333333336
2021-03-12,전남,보성,3.6,19800.0,1000,600.0,181.49918325367534,109.09140000000001,0.019834800000000003
2021-03-12,전남,보성,6.0,33000.0,1000,600.0,181.49918325367534,181.81900000000002,0.033058000000000004
2021-03-15,전남,보성,1.2,12000.0,1000,600.0,181.49918325367534,66.116,0.0066116000000000005
2021-03-15,전남,보성,2.0,20000.0,1000,600.0,181.49918325367534,110.19333333333334,0.011019333333333334
2021-03-15,전남,보성,22.2,310800.0,1000,600.0,181.49918325367534,1712.4044000000001,0.12231460000000001
2021-03-15,전남,보성,37.0,518000.0,1000,600.0,181.49918325367534,2854.0073333333335,0.2038576666666667
2021-03-15,전남,보성,30.6,382500.0,1000,600.0,181.49918325367534,2107.4475,0.16859580000000002
2021-03-15,전남,보성,51.0,637500.0,1000,600.0,181.49918325367534,3512.4125000000004,0.28099300000000005
2021-03-15,전남,보성,29.4,279300.0,1000,600.0,181.49918325367534,1538.8499000000002,0.1619842
2021-03-15,전남,보성,49.0,465500.0,1000,600.0,181.49918325367534,2564.7498333333338,0.26997366666666667
2021-03-15,전남,보성,4.8,24000.0,1000,600.0,181.49918325367534,132.232,0.026446400000000002
2021-03-15,전남,보성,8.0,40000.0,1000,600.0,181.49918325367534,220.38666666666668,0.044077333333333336
2021-03-18,전남,보성,3.0,30000.0,1000,600.0,181.49918325367534,165.29000000000002,0.016529000000000002
2021-03-18,전남,보성,5.0,50000.0,1000,600.0,181.49918325367534,275.48333333333335,0.027548333333333334
2021-03-18,전남,보성,27.0,364500.0,1000,600.0,181.49918325367534,2008.2735000000002,0.148761
2021-03-18,전남,보성,45.0,607500.0,1000,600.0,181.49918325367534,3347.1225000000004,0.24793500000000002
2021-03-18,전남,보성,44.4,555000.0,1000,600.0,181.49918325367534,3057.8650000000002,0.24462920000000002
2021-03-18,전남,보성,74.0,925000.0,1000,600.0,181.49918325367534,5096.4416666666675,0.4077153333333334
2021-03-18,전남,보성,41.4,351900.0,1000,600.0,181.49918325367534,1938.8517000000002,0.2281002
2021-03-18,전남,보성,69.0,586500.0,1000,600.0,181.49918325367534,3231.4195000000004,0.38016700000000003
2021-03-18,전남,보성,16.0,72000.0,1000,600.0,181.49918325367534,396.696,0.08815466666666667
2021-03-18,전남,보성,9.6,43200.0,1000,600.0,181.49918325367534,238.01760000000002,0.052892800000000004
2021-03-21,전남,보성,1.2,12000.0,1000,600.0,181.49918325367534,66.116,0.0066116000000000005
2021-03-21,전남,보성,2.0,20000.0,1000,600.0,181.49918325367534,110.19333333333334,0.011019333333333334
2021-03-21,전남,보성,19.8,277200.0,1000,600.0,181.49918325367534,1527.2796,0.10909140000000002
2021-03-21,전남,보성,33.0,462000.0,1000,600.0,181.49918325367534,2545.4660000000003,0.181819
2021-03-21,전남,보성,43.2,540000.0,1000,600.0,181.49918325367534,2975.2200000000003,0.23801760000000005
2021-03-21,전남,보성,72.0,900000.0,1000,600.0,181.49918325367534,4958.700000000001,0.39669600000000005
2021-03-21,전남,보성,48.6,218700.0,1000,600.0,181.49918325367534,1204.9641000000001,0.26776980000000006
2021-03-21,전남,보성,81.0,364500.0,1000,600.0,181.49918325367534,2008.2735000000002,0.44628300000000004
2021-03-21,전남,보성,12.0,42000.0,1000,600.0,181.49918325367534,231.40600000000003,0.06611600000000001
2021-03-21,전남,보성,20.0,70000.0,1000,600.0,181.49918325367534,385.6766666666667,0.11019333333333334
2021-03-24,전남,보성,28.2,352500.0,1000,600.0,181.49918325367534,1942.1575000000003,0.1553726
2021-03-24,전남,보성,47.0,587500.0,1000,600.0,181.49918325367534,3236.929166666667,0.25895433333333334
2021-03-24,전남,보성,56.4,648600.0,1000,600.0,181.49918325367534,3573.5698,0.3107452
2021-03-24,전남,보성,94.0,1081000.0,1000,600.0,181.49918325367534,5955.949666666667,0.5179086666666667
2021-03-24,전남,보성,104.0,624000.0,1000,600.0,181.49918325367534,3438.032,0.5730053333333334
2021-03-24,전남,보성,62.4,374400.0,1000,600.0,181.49918325367534,2062.8192000000004,0.34380320000000003
2021-03-24,전남,보성,17.4,52200.0,1000,600.0,181.49918325367534,287.6046,0.0958682
2021-03-24,전남,보성,29.0,87000.0,1000,600.0,181.49918325367534,479.34100000000007,0.15978033333333336
2021-03-26,전남,보성,1.2,12000.0,1000,600.0,181.49918325367534,66.116,0.0066116000000000005
2021-03-26,전남,보성,2.0,20000.0,1000,600.0,181.49918325367534,110.19333333333334,0.011019333333333334
2021-03-26,전남,보성,25.8,348300.0,1000,600.0,181.49918325367534,1919.0169,0.1421494
2021-03-26,전남,보성,43.0,580500.0,1000,600.0,181.49918325367534,3198.3615000000004,0.2369156666666667
2021-03-26,전남,보성,39.0,468000.0,1000,600.0,181.49918325367534,2578.5240000000003,0.214877
2021-03-26,전남,보성,65.0,780000.0,1000,600.0,181.49918325367534,4297.540000000001,0.3581283333333334
2021-03-26,전남,보성,45.0,315000.0,1000,600.0,181.49918325367534,1735.545,0.24793500000000002
2021-03-26,전남,보성,75.0,525000.0,1000,600.0,181.49918325367534,2892.5750000000003,0.41322500000000006
2021-03-26,전남,보성,13.8,62100.0,1000,600.0,181.49918325367534,342.1503,0.07603340000000001
2021-03-26,전남,보성,23.0,103500.0,1000,600.0,181.49918325367534,570.2505000000001,0.12672233333333335
2021-03-28,전남,보성,1.2,12000.0,1000,600.0,181.49918325367534,66.116,0.0066116000000000005
2021-03-28,전남,보성,2.0,20000.0,1000,600.0,181.49918325367534,110.19333333333334,0.011019333333333334
2021-03-28,전남,보성,20.0,180000.0,1000,600.0,181.49918325367534,991.7400000000001,0.11019333333333334
2021-03-28,전남,보성,12.0,108000.0,1000,600.0,181.49918325367534,595.0440000000001,0.06611600000000001
2021-03-28,전남,보성,7.2,43200.0,1000,600.0,181.49918325367534,238.01760000000002,0.039669600000000006
2021-03-28,전남,보성,22.2,266400.0,1000,600.0,181.49918325367534,1467.7752,0.12231460000000001
2021-03-28,전남,보성,37.0,444000.0,1000,600.0,181.49918325367534,2446.2920000000004,0.2038576666666667
2021-03-28,전남,보성,25.2,252000.0,1000,600.0,181.49918325367534,1388.4360000000001,0.1388436
2021-03-28,전남,보성,42.0,420000.0,1000,600.0,181.49918325367534,2314.0600000000004,0.23140600000000003
2021-03-28,전남,보성,25.2,126000.0,1000,600.0,181.49918325367534,694.2180000000001,0.1388436
2021-03-28,전남,보성,42.0,210000.0,1000,600.0,181.49918325367534,1157.0300000000002,0.23140600000000003
2021-03-28,전남,보성,11.4,51300.0,1000,600.0,181.49918325367534,282.64590000000004,0.06281020000000001
2021-03-28,전남,보성,19.0,85500.0,1000,600.0,181.49918325367534,471.07650000000007,0.10468366666666667
